,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,Description,PhotoAmt,AdoptionSpeed
5628,Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,"Diamond is a strong girl. She was rescued by Shirly and her friends on 2nd April. On the day found, Diamond was totally emaciated and could not even stand. Shirly took her home, clean her up and fed her with some kibbles. Poor girl...she has to be hand fed as she totally could not stand on her four. Now, 2 weeks later, Diamond is all bouncy and perky. As Shirly is living in an apartment, she could not keep Diamond for long and wish to put her up for adoption. Shirly and friends had taken the first step to give Diamond a 2nd chance. If you are willing to give Diamond a good and loving home, please contact Shirly at.",1,3
4203,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,150,Very friendly and playful puppy...,1,4
1124,Cat,5,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,Yes,Yes,Healthy,100,"Hellow, lets meet BUCK/SIMBA! Colour: Ginger / Red tabby Eyes colour: Orangy Tail: 3/4 long Weight:3.24 The heaviest kitten amongst 4! * Eat - ROYAL CANINE young neuter male / RC kitten. * So easy to handle, the fur easily to manage. * Friendly with other cats. * Friendly with kids * Litter trained - MUST have litter sand if not he would not pee and poo!! (NO newspaper or wee2 pad) * He meow every time he wants to use the litter if he's inside the house (Litter outside at the balcony) * Playful,he likes to play with balls and other small stuff toys,even jumping around with other kittens, play hide and seek and stuff. * SUPER Manja. * Like to be pat, cuddle, and kiss. Adoption fee: Just to cover back half of the RM spent on his neuter, vaccine and others. Adopter will be given: Buck's health card. History: Allergic to ceramic cat bowl. If your interested with Bucky or any of his brothers, dont hesitate to call/text/watsapp me: Location: Kajang/Bangi/Cyber/Putrajaya/KL",30,3
3251,Dog,5,Mixed Breed,Female,Brown,Yellow,Medium,Short,Not Sure,Not Sure,Healthy,0,Beautify mixed and very very obedient A good guard dog,2,4
3918,Cat,4,Domestic Short Hair,Female,Golden,White,Small,Short,Yes,Yes,Healthy,5,"Miu Miu is approximately 4 months old female kitten. We rescued her and now looking for a good home. Miu Miu is very playful and active, gets along well with people and other cats. When not playing hide and seek with us and other cats, this little furry friend would snuggle herself in any fluffy spot. She's not fussy about food and very easy to take care of. No adoption fee. Please call if you're willing to give miu miu a good and loving home.",1,3
1533,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,100,Mia is one of the remaining 3 bubbly & energetic puppies is still looking for home. They are currently seeking shelter near construction site with lotsa lorries & heavy machineries moving in & out. Their life is at stake. Pls adopt & save lifes today! Location KL Puppies are 1 month plus old,4,3
3057,Dog,4,Mixed Breed,Female,Black,Brown,Small,Medium,Yes,No,Healthy,0,The most adorable thing that will surely lighten up the mood...very playful and obedient,2,2
6288,Cat,1,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,"I rescued this stray kitten 2 days ago (Feb 19). She was trapped in between the rims of my staff's car. She was crying for help and I managed to get her out. I have then sent her to the vet for checking and examination. She is healthy and not injured, except being a bit skinny. She is about 1 month old, according to doctor. She is now boarding at the Vet, waiting to be adopted. I will sponsor the costs of vaccination and spaying. From her young age, we can already see that she has a gentle, calm and sweet character. Not aggressive and she will not scratch you at all. She will make some noise only when she is hungry and wants food. Isn't she smart?",7,1
8759,Dog,48,English Bulldog,Male,Black,Brown,Medium,Short,Yes,Yes,Minor Injury,0,"Hi my name is Tiger! But my name is not synonymous with my character. I am by far on of the most gentle, docile and loving dogs you would have ever met in your life. My idea of a perfect day is lazing in the afternoons, cuddling with my loved ones and playing with my pet kitten. YES, I have a pet kitten. I was abandoned a long time ago by someone who didn't want me. That really hurt my feelings. I spent some time in a halfway house and then I was adopted by a gentleman who loved me very much and I him. We had good times together, I made him laugh so many times and he put a smile in my heart too. But times are not easy. I am up for adoption again because my owner wants the best for me. You see, because of my genetics I am prone to skin problems. I require frequent veterinary care, specialised food and loads of TLC. I need a home that can give me all this and more. As much as my owner loves me and wants me to be with him, he is struggling to afford my medical bills and keep a close eye on my skin. Please contact if you or anyone you know can give me the home I need....",5,0
8505,Cat,3,Domestic Short Hair,Female,Brown,Cream,Small,Short,No,No,Minor Injury,0,"MANJA was found infront of mini market in Sek6, kota damansara.. i found her limping 1 leg, n very skinny. I took her home, fed her n brought 2c d vet..found out dat her leg was broken for a long time n already healed..(hit by a car i guess). d vet said she be 'tempang' for d rest of her life.. she's also having hernia below her tummy..might caused by d accident.. MANJA is very manja + affectionate.. i fell in love with her d first time i set my eyes on her (with d limping leg).. wat a strong character.. :) now no more limping leg! very healthy n manja as ever..",6,3
11465,Cat,3,Siamese,Female,Brown,Cream,Small,Short,No,No,Healthy,0,She's a sweet cat a friendly cat . She likes to play toys and likes more attention and sleeps under chairs,1,1
2533,Dog,5,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,"She was found in terrible condition with wounds all around her body and unable to move. Just with good food and tender loving care, she is now a beautiful playful puppy.",13,3
6399,Cat,48,Domestic Short Hair,Female,Cream,White,Medium,Short,Yes,Yes,Healthy,0,I will be moving to Australia soon and I am looking for a fosterer to look after my cats (PJ & Blu) temporarily (estimate until September ) while I get all the preparations done (paper work/permit) to bring them along with me. Hopefully they will be adopted together. They are litter-trained and very playful.,5,4
7540,Cat,2,Ragdoll,Female,Brown,Cream,Small,Medium,No,No,Healthy,0,I found this lil kitten on the road. She was so hungry and i gave her some food. I took her home and gave her a warm bath. Now she needs a home. I hope there are some kind hearted people that would adopt her :),0,4
10832,Dog,60,Poodle,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,"Adorable 5 year old Muffin looking for a forever home - He gets along well with other dogs - Child friendly - Affectionate towards companion If interested, please contact Wen Jing. Thanks!",2,3
8576,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,"Sunny was born to a litter of 4 pups of a stray mixed breed mom. She was rescued underneath an abandon car called home as her tiny head was stuck in the car's metal bar or something and she was unable to free herself. I guess she was stucked there for almost 2days or so coz after I freed her, she kinda stumble in her walk. Then I realized she's blind as there is no reaction in her eyes movement when my fingers go near her eyes and she walk without direction. I took her in hopefully to adopt her permanently but I am staying in condo. And about a week plus or so, I noticed that she can actually see because she was following my cats around. I thought its because she can hear them or smell them, but no its not. SUNNY IS NOT BLIND! That was a good news. And now she is super naughty and enjoys playing w the cats and eats w them. But she still need a proper place especially a landed property or garden she can run around. And she will bark and make noise one day and condo is not a place for her. So if you are interested to adopt this adorable kecil fella, drop me a message via whatsapp or sms and I will contact u from there. Thanks",4,4
2552,Cat,24,Domestic Short Hair,Male,Brown,Yellow,Large,Short,Yes,No,Healthy,0,"Adopted him from a mamak about 2 years ago when he was about 6 weeks old. He was malnourished & sickly. Took him home & wanted to put him up for adoption but fell in love with him & he became part of my family. He is active & alert & loves to be pat. As long as you scratch behind his ears or his head, he is all yours. He follows me around the house unless the afternoon heat rendered him lazy. His brother Rum is also up for adoption. He is still a baby & very active & mischievous. He purrs all the time & loves to eat, sleep & kneed people around him. I recently got transferred & have to move. My new place have a very strict no pets policy & even though it breaks my heart to do so, I'd rather him be with someone who has time for him & his brother than with my in my small place where they can't roam free. I will include litter, litter boxes, some toys & other things & medications I bought for them.",2,1
8424,Cat,1,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,"Momo was found mewing helplessly in a condo parking. She has a really cute, worried looking face n silver eyes. Likes to ""manja"" and cuddle up with humans. Momo is now being fostered by my friend. Looking for serious and sincere adopter. WhatsApp or call if you are willing to provide this little one with a loving permanent home.",18,2
2860,Dog,7,Mixed Breed,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,"Hi my name is Rascal. I'm a bit shy until I get to know you & then I'll flop on my back for a belly rub whenever you walk by. I'm a quiet fellow that enjoys being close to my people & chewing on my toys. Once I'm comfortable I'll bark at strange noises and people but I'm certainly not a guard dog. I get along well with dogs, cats & children. I'm very loyal & gentle. I would like to find my furever home soon, could it be with you?",24,4
2445,Cat,7,Tabby,Male,Black,Gray,Small,Short,Yes,Yes,Healthy,100,"Sudu is sweet, petite loving tabby boy who was rescued from a pet shop who kept him in a rundown cage(corroded and narrow). He loves to play and cuddles as well. He has been dewormed, vaccinated and neutered too.",5,4
8524,Dog,12,Mixed Breed,Female,Black,Gray,Medium,Medium,Yes,Yes,Healthy,0,"My puppy Sambu was the only one in it's liter. I brought her home and she has lived with me for approximately 7 months. I have cared for her with visits to the vet once a month, had her neutered, dewormed, and vaccinated. Sambu is allergic to chicken and beef. She eats lamb, pork, and fish. She likes vegetables and rice as well. She is very playful, energetic, happy and free spirited! Sambu is very friendly, does welll with children and other pets. She enjoys going for walks, being surrounded by others and having a lot of love!",2,4
7060,Dog,0,Poodle,Male,Cream,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,"Friend rescued this poor dog from a cruel owner who pet it unwanted in serious skin problem. He got a tight scar on his mouth. I decide to temporary keeping him till his skin problem recovered. I wish to adopt it but since i have to move back to parent house, there are 3dogs at home. I wish he could find a real pet lover a new home",5,1
8734,Dog,1,Mixed Breed,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,"this adorable short tailed puppies available for adoption.. please give a life to them... kindly sms or watsapp if interested, both mother and father dog are medium size and short coating..",5,2
6719,Dog,4,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,150,"Faith faith is the smaller one amount with his sibling, he is shy at first, but friendly after he gets to know you, obedient , playful, easy to get along with any others dogs, if you do interested plz call or sms for more details, thanks!!",13,2
7023,Cat,3,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,"Five cute kitties were found near my office -- Ryan, Xiao Tong, Xiao San, Ling Ling and Zoro. Ling Ling is still waiting for a sweet home. Anyone who wish to give Ling Ling a home, a chance, love and future, please call Toonho at. We speak mandarin. Terms and Condition: The person who want to adopt the kitten 1) Have to stay in ""pet allowed"" property. 2) Have to bring the kitten for vaccination. 3) Have to neuter the kitten.",1,3
76,Dog,60,Schnauzer,Male,Gray,No Color,Medium,Medium,Yes,Yes,Healthy,0,"Looking for a temporary foster home from September to the end of October. He is a very obedient, well-behaved and quiet dog. Lots of fun to have around. Looking for a nice home for two months, expenditure with regards to food will be covered.",3,4
6022,Dog,3,Mixed Breed,Male,Black,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,Mixed rottweiler pup looking for a good home Plz open your heart to adopt him Thank you,1,2
3768,Cat,10,Siamese,Male,Cream,White,Large,Medium,No,Not Sure,Healthy,0,A siamese cat . Very lovable and loves to play . Food - any brand will do (must be ocean fish) The cat have been given vitamins . Came from huge breeder . Giving it away to those who can take a good care of the cat . Please email me or message me if you're serious to adopt the cat,3,0
561,Dog,1,Mixed Breed,Female,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,"Found this cute little darling puppy in a playground. Have been keeping it for 2 days, it is a quiet dog and very fun-loving with people. Very independent. Please adopt this cute thing!",3,1
10009,Dog,24,Mixed Breed,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,"Jack Jack, once had a so-called home. His owner is my neighbouring factory. I have rescued him twice & this is the third. I did try to talk to his owner, apparently she won't take my advice seriously. Jack Jack feds on human ta pau food. Three times a week. That's right, ONLY 3x a week. He often comes to me for food, water & doggie snack. Of course I will give it to him without his owner knowing. Bear in mind, not every owner likes their dog to be fed by ""strangers"". Anything could happen to their dog & blame will be on the ""strangers"". Jack Jack will be left outside at night after everyone went back. He couldn't find a good spot if it rains at night. Few days, I haven't seen Jack Jack. I went looking for him in his cage. He was too weak to walk & wag his tail. Then I found out there's a hole in his back with maggots! Took me 3 days to gain his trust in order for me to ""trap"" him! Made it! He has recovered from his wound (picture shown) Ok, somehow he is making himself comfortable staying in my regular vet! Food, water, love, care. Away from scoring sunshine & rain. What he needs now is a good home. I can't put him back to where he once belonged. This is why: His owner apparently ask me ""have you seen [that] dog?"" To that I replied her, ""He's dead."" And she goes, ""oh.. ok."" She didn't even bother to ask what has happened, why... I'm not seeking a thank you from her but this makes me feeling more sad & pity for Jack Jack. Oh yes, he responds to this name given by me. And yes, he has no name with his previous owner. So, there you have it, I can't bring Jack Jack ""back to life"". But I hope to find a good home for him :)",13,3
4525,Cat,6,Domestic Short Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,"Absolutely loves to play and loves affection and attention. He is a very vocal cat, 'talking' whenever anyone is willing to lend and ear.",1,4
6737,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,For Adoption,3,1
8280,Cat,2,Domestic Medium Hair,Female,Cream,White,Medium,Medium,Yes,No,Healthy,0,Adorable short tail kitten looking for forever home! Please WhatsApp me if you can: 1) Keep her indoor and not cage all the time 2) Feed non-coloring kibbles 3) Financial-able to bring her to the vet when she is sick and for her neutering and yearly vaccination 4) Allow me to follow up with her latest condition once a month,7,3
4963,Dog,3,Shar Pei,Male,Cream,White,Large,Short,No,Yes,Healthy,200,"Very short fur like velvet and big bone, big paws naturally, sharpei's have super short fur coat and are sensitive to heat and humid weather therefore they need a dry and cool environment",10,3
8474,Cat,2,Domestic Medium Hair,Male,Black,Cream,Medium,Medium,No,No,Healthy,0,"Wed 13th Oct , 6:50 pm. Kitten could hv been fallen off from a moving vehicle. He crouched on the fast lane of the road near Kepong Central Station. I was on the second lane when I noticed a car at halt and hestitated to move. The road around 6pm - 7pm was very busy. Then I was astonished when I saw this little fellow there and the driver was trying to avoid it. Since the traffic was heavy and my second lane was also at halt, I went out and try to pick the fellow up. Well for all you know God was kind and as the little fellow started crawling under the car, the driver moved slowly. Other cars that followed also slowed down to see what was happening.As I neared the fellow it ran to the side of the divider and to the pavement. Luckily for this divider there was a big piece of land (pavement). Seeing that he was safe for a moment, I went back to my car and drove slightly up as I was blocking the traffic. Luckily I was able to park my car near a taxi stand. I took some cat food which I always have with me in my car and headed back to the kitten. When it saw me it ran away into an exposed drain. Oh! dear I thought, every where was covered up except this part and in he went. I inched up to him slowly making sure I do not frighten him.I extended my cat food to him and luckily this poor fellow was very hungry. It came for the food and I slowly caught hold of him. All the while I was praying to GOD to help and my prayer was answered. Thank You GOD Very smart fellow,tries to communicate to you.",11,3
7390,Cat,5,Domestic Short Hair,Female,Black,Gray,Medium,Medium,Yes,Not Sure,Healthy,0,I found her in the street when she was 1 month old with no mother to take care of her. Nursed her back to health and gave vaccine and dewormed her from Mesra clinic in putrajaya. She's very playful and purrs a lot. She responds when you call her. She loves attention and uses potty and cleans herself regularly. Looking for a permanent home for her.,5,2
9132,Dog,6,Mixed Breed,Female,Cream,White,Medium,Medium,Yes,No,Healthy,0,I took care of her since she is 4 months because i saw her wondering around my house. I fed her every day and she become attached with me & my wife. she is very friendly & cheerful dog. She is very alert if any stranger came in to our house. We love her so much but we have no choice to put her up for adoption because we are moving out soon and the new place is not suitable for her to live in. i hope a kind soul will adopt this cute dog and take a good care of her! :) pls contact me if u are interested. she will be a good guard dog.,1,4
2943,Cat,12,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,1yo. loves to cuddle. looking for a new family who can give more attention.,1,4
5941,Dog,5,Labrador Retriever,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,"Tootie is a tad shy with strangers but gets playful once he is familiar with his surroundings. His sisters are Blondie, Goldie and Whisky. They are cross breed and will be medium sized in adulthood. Vaccination and neutering are compulsory. No tying up or caging unless necessary for short periods. Please call if interested.",1,1
6899,Cat,5,Tabby,Male,Black,Gray,Medium,Short,No,Yes,Healthy,30,"Very sticky and friendly, Playful, active. Must always keep indoor. *Adoption fees is helping stray TNR / medication use.",5,2
1782,Cat,48,Domestic Short Hair,Female,Black,Gray,Large,Short,Yes,Yes,Healthy,0,"Teddy is an indoor n outdoor. She just lies all the time, feeling relaxed watching the world passes by. I'm looking for a loving home, someone who she can get attached to.",1,4
4316,Dog,5,Poodle,Male,Brown,No Color,Small,Medium,Yes,No,Healthy,0,"Cookie is a well-behaved and adorable toy poodle. His owner wants to find him a loving home where he can stay indoors and be with people all the time. He needs to be toilet-trained and will be neutered before going to his new home, cost to be borne by adopter. Only for Klang Valley residents. Call or SMS if interested.",1,1
11127,Cat,24,Domestic Short Hair,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,Always asking for cuddle. Eat a lot. Always want to be around you.,4,3
4770,Cat,3,Siamese,Female,Cream,No Color,Small,Short,No,No,Healthy,0,Very friendly and adorable Come view Lyca at our adoption booth at Hartamas Shopping  Plaza Damas every Saturday 1.30pm-6pm! 2nd Floor Outdoor opposite BT computers www.rescue2rehome.blogspot.com,3,2
6934,Cat,7,Domestic Long Hair,Female,Black,Gray,Medium,Long,Not Sure,Not Sure,Healthy,250,"Mimi, is a baby girl. Domestic long hair that has Persian gene, probably mixed. Sometimes it could be playful and naughty but it has a very cute and innocent face expression. She knows how to use cat litter well. Just want to find a new home for her to live comfortable and well.",1,4
3000,Dog,3,Border Collie,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,200,We have over a hundred gorgeous rescued dogs available for adoption at our rehabilitation centre in Bandar Makhota Cheras. We are looking for loving homes that can offer: *a clean environment with no cages or chains *regular exercise and affection *adequate nutrition and healthcare All adoptions require a house-check before being finalised. www.klpoochrescue.org,1,3
4420,Cat,3,Persian,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,- Bengal + Persian Mix (not dominant) - Food Iams - toilet Trained - Urgent call/whatsapp :,1,3
3517,Cat,3,Domestic Short Hair,Male,Gray,White,Small,Short,Yes,Yes,Healthy,50,Caspian is a shy cat. He didn't meow much unless when he smells canned food or when someone pet him. He is adorable. Love to do his own thing. Love to carry a plushy around the house like a mother cat carry her kitten. Caspian is/has been:- -vaccinated -dewormed -deflea -neutered -litter box trained Adopter must:- -make him an indoor only cat -update me about him once in awhile -allow me to visit him once in awhile -give him all the love in the world!,8,4
7133,Dog,3,Mixed Breed,Male,Brown,White,Small,Short,Yes,No,Healthy,0,"Heard dog crying on monday night and went looking around the monsoon drain for any dog tat fell in but they was no sign of it and left it as it is. Next morning about 6ish, while my wife was driving out to work, heard dog crying again but it was to dark to check the drain. Told the guard to check the drain when it is brighter n if there is any puppy or dog that fell in, requested them to help pick them up n call us. No one called the whole day and i left office earlier on tuesday and i found a puppy abt 2 to 3 months old hiding in the drain. Took him in and boarded the puppy with my friend's pet shop. Active little guy and very cute. See it for yourself.",3,1
4911,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,50,Stephan is a rescued pup who is looking for a home. Good with children. Currently boarded at St angel animal medical centre.,4,4
10623,Cat,4,Domestic Short Hair,Female,White,No Color,Medium,Medium,Not Sure,Yes,Healthy,0,"This cat came to us on Dec when we visited our old house. It was a tiny, dirty white kitten, looking very frail. My son took pity on it and brought back to our house. We bathed the cat, given it food, milk and keep in a dog cage. We did not intend to keep it for long term, because we already have a dog. Then we thought if this cat could get along with our dog, we would keep her. We made a few attempts, it did not wok. To protect the cat from being hurt by our dog, we continued to keep her in a dog cage. It has been 4 months. We dont think this is the good way of life for her. Therefore, we are deciding to send her off for adoption. Further information will be provided for interested party.",7,1
9651,Cat,12,Domestic Medium Hair,Female,Golden,No Color,Medium,Medium,No,No,Healthy,0,"She's very tame, not even a single claw is out if you play with her. She also has a very nice eyes. Reason for adoption: I have been adopting this cat since she was 2 or 3 months old. Now I have to let her go since I need to move to another town for a new job. I hope she can find good adopter because I'm afraid that she will not survive if I let it go at some other place like market or restaurant.",3,1
10654,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,"If you are interested in adopting, kindly contact ==> Call/ sms to Requirements for Adoption: ========================= Cost of vaccinations and neutering to be borne by adopter. Vaccinations and neutering/spaying at 6 months of age are COMPULSORY.",5,2
945,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,50,Cherry was dumped at a vet with her other siblings in a very sad condition. But now she is healthy n looking for a loving home.,2,4
6182,Dog,2,Miniature Pinscher,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,"Jessi's mom is a miniature pinscher. She is cream color, friendly and playful.She has light green eyes. Adopter must vaccinate and spay her. Please call if interested.",8,3
8304,Cat,3,Domestic Medium Hair,Female,Brown,Cream,Medium,Medium,Yes,No,Healthy,300,"Beautiful kitten picked up from the street, manja kitten yet super active. I personally love her soft coat and light brown in colour, think is siamese mixed. The adoption fee is a deposit to ensure the kitten is spayed when she is 6 months old, arrangement can be made either with my vet (Hands & Paws) in Sunway Mas (near Aman Suria) or your own vet. I’ll refund you (full amount)after the surgery if you choose to send her to your own vet; OR I’ll settle the bill for you and return the balance to you if you choose to send her to my vet NOTE: I’ll not compromised to have her unneutered, therefore, the adoption fee is a must and will return the balance to you once she is neutered (Basically it is a free adoption because the adoption fee is refundable) I have 20 rescued cats at the moment, so I hope someone will like her and free up my space for other cats. If you are interested, please e-mail me or text me.",5,1
3108,Cat,4,Domestic Long Hair,Male,Black,No Color,Small,Long,No,No,Healthy,0,"This is Black aka B. He is 4-5months approximately. He is very active & likes to sleep in warm places (near the body). He also very Manja, cuddle around everytime with me..... He eats wet/soft food w a lil mixture biscuits. *B is finally adopted with the same adopters as O. Thank you missy for adopting them 😻",5,0
6943,Cat,2,Domestic Medium Hair,Female,White,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,I saved this poor little from roadside at a rainy day. s/he is super duper cute. too bad cannot keep him. will bring him to vet tomorrow and update all information possible. if interested pls contact Yoey. TQ ~,4,1
10442,Cat,3,Domestic Long Hair,Male,Brown,White,Medium,Long,No,No,Healthy,38,"Hope was found in an alley. I rescued him as he was too unique to be an alley cat, plus he was very approachable. He has long white whiskers and a tail that rattles like a bell when he stretches. Hope is toilet trained and enjoys dry and wet food. Belly rubs also his favourite. Hope is generally well behaved. He will surely grow into a most gorgeous cat !!",4,1
6564,Cat,1,Domestic Medium Hair,Male,Black,No Color,Small,Medium,No,No,Healthy,0,"Hello! When I came back from work, I saw this little kitten was playing with my cats in the living room. I've no idea where it came from. I think it was lost. So, I've decided to bring it for adoption. I can't adopt it because I've too many cats. I'm not sure whether it is a male or female. It looks like a male. He is a little bit afraid of people but don't worry, he will get used to it. :) It used to scared of us, but it is getting better now. It is active and don't like to be caged up. It is too adorable and it is a long haired type but not the Persian type one. It has a round big eyes and round face. Only adopt it if you're willing to give it full commitment and care. If you're interested, please give me a call. We are located in Subang Jaya, you can come to our house to collect it. Thank you.",2,1
1553,Dog,2,Terrier,Male,Black,White,Medium,Short,No,No,Healthy,0,"Tooter was found by a friend of mine in Rawang. He is an adorable puppy, very active and alert. Will sit by your side. From the size of his paw, he may grow to be medium to large size at maturity. Vaccination and neutering are compulsory. No tying up or caging unless necessary for short periods. Please call if interested.",1,1
3670,Dog,60,Pekingese,Female,Brown,Golden,Small,Medium,Yes,No,Healthy,0,"Dear Friends, I am forced to give up my loving ginger due to the deterioration of my personal health. Ginger has been living me and my wife for the past 6 years and has been the glow in our Family. I hope to be able to find a respectable family to provide a home to my loving dog. She is very well toilet trained and all business is only done in her cage. She is only fed dog biscuits ie Royal Canine. Very low maintenance dog, shedding has never been an issue for us. Loves human attention more than canine attention. Perfect with children and senior citizens. Manageable size and almost non existent shedding of fur due to the supplements that we are feeding her for her coat. Please contact my wife at for further details. We are based in Bandar Utama, PJ. Thank you",5,2
6266,Cat,4,Tabby,Female,Black,Golden,Medium,Short,Yes,No,Healthy,0,"Jelly has been raised together with her sisters in our home since rescued from the rain gutter at 6 weeks old. Now almost 4 months and looking for a forever home with a cuddly, playful, loving family. Her sisters have recently been adopted as Jelly waits for her new family.",1,4
4086,Cat,1,Oriental Long Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,Thank you all for your kind soul,3,1
4486,Cat,10,Havana,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,"I found Brownie at my office area, so I brought her home. She is very manja and friendly. She is mixed of Siamese and Black cat that made her a Havana Brown. I decided to give her up for adoption since I already have 10 cats at home, I really need anyone who can concentrate of taking care of her :) I will not entertain cat breeder.",2,2
541,Cat,4,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Minor Injury,0,"Frizzy was picked up under a bus at Asia Jaya LRT today. She is being treated for mange, diarrhea and coccidiosis at a vet. All treatments will be paid for. She is eating well and recovering at the vet's clinic. Open for adoption FOC with conditions only to responsible and loving owner with good home. Please call or sms me if interested.",2,2
1221,Dog,2,Mixed Breed,Female,Cream,White,Large,Short,Yes,No,Healthy,50,Rescued puppy is up for adoption. She's about 1.5 months and ready to go to a loving home. Owner must commit to take care of her permanently.,4,2
5402,Cat,11,Domestic Short Hair,Female,Yellow,Cream,Medium,Short,Yes,Yes,Healthy,0,"A friend rescued Shanti after a very heavy rain, she was stuck in the mud. Barely two months old, I took her in and have since loved and cared for her. Now 11months old, Shanti is a very active, smart cat. She loves to play hide and seek, very cute and a delight when friends come over (she loves to show off her cute tricks). Ever since I got her, she never once peed anywer else only in her litter box. The reason am giving her away to someone who can love and care for her is because I will be leaving Malaysia and it is only fair I find a good home for her.",4,4
745,Dog,2,Mixed Breed,Female,Golden,No Color,Medium,Medium,No,No,Healthy,0,"Rescued together with the mother(PF). According to the resident nearby, the mother was dumped there when she was pregnant. Mother is a very friendly, intelligent and quiet dog. However, the mother dog would bark when stranger come near the house where she was taking shelter. Both mother and her has some Spitz mix with pink nose. Joint adoption preferred, but not compulsory. Adopter must agree not to tie or cage her for long hours, and agree to pay a partially subsidized spaying fee to vet upon adoption.",1,2
10560,Cat,11,Domestic Medium Hair,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,Mocha's very friendly & playful. She is also very manja & loves to be around people.,3,4
10538,Cat,12,Siamese,Female,Brown,Golden,Medium,Medium,Not Sure,Not Sure,Minor Injury,0,"Achik was adopted one year ago, that time she still a kitten, and now she become a mother of 4 kitten, she's very close with owner,easy to take care, but she losing weight after give birth, i try to.take care of her, but i can't afford to.take care so much cats right now, searching someone can take care her, she had a minor injured bcause of fungus, but i already take her to the clinic and she getting better now :)",1,4
6956,Cat,6,Domestic Medium Hair,Female,Gray,No Color,Medium,Medium,No,No,Healthy,0,Cat for adoption,2,3
4603,Cat,2,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,50,Adoption is FREE! She then named him Loky. She did not update about this kitten until today not even once. Her reason is she's been busy.,4,3
4363,Cat,15,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,Ito ni my brother amik dari tepi longkang untuk gantikan Kiko yg da in heaven coz kena langgar.. walaupun dia sma cam Kiko but dia female n xmanja sgt cam Kiko..dia get birth 1 month ago and i didnt expect it.3 ekor but 1 cannot make it..Putih n Comel 2 anak dia..lepas drg putus susu i nak bawak Ito g Zzaasss..,2,2
11116,Dog,13,Shih Tzu,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,"Gaga is born on the 1st of January and is in need of a loving home. She is healthy, active and lovable. Currently located near Seri Kembangan, KL. Please text for inquiry",1,2
889,Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,Ready to be adopted. Ready to eat solid food.,1,1
3515,Dog,12,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Minor Injury,0,"Bruno has been living on the streets of Ampang Jaya for about a year and has been fed by a family. He was recently injured but has been rescued and is currently in care receiving treatment and will be dewormed, neutered and vaccinated. He is looking for his forever family!!",1,3
2043,Dog,36,Mixed Breed,Female,Brown,No Color,Medium,Short,No,Not Sure,Healthy,0,The dog was adopted by a single mother who found it abandoned as a puppy. This single mother has found a new job in a new place and she is moving to a 3rd floor apartment. The new place is not suitable to keep dogs this big. She has no choice but to find somebody to adopt this dog. The dog is very obedient and active. It is good at guarding houses and will bark when strangers pass near the house.,3,2
